Timestamp,MPU1_Accel_X,MPU1_Accel_Y,MPU1_Accel_Z,MPU1_Gyro_X,MPU1_Gyro_Y,MPU1_Gyro_Z,MPU2_Accel_X,MPU2_Accel_Y,MPU2_Accel_Z,MPU2_Gyro_X,MPU2_Gyro_Y,MPU2_Gyro_Z,Temp_C,Temp_F,Humidity,Gas_Analog,Gas_Digital
2026-07-18T17:07:44.603Z,3436,448,17568,1990,-18,-317,4112,544,15600,44,86,-39,25.99,78.782,65.48,242,1
2026-07-18T17:07:45.370Z,3432,412,17568,1947,-41,-300,4104,556,15584,81,100,-28,25.98,78.764,65.48,242,1
2026-07-18T17:07:45.435Z,3380,504,17564,1952,-47,-312,4072,564,15724,52,95,-61,25.96,78.72800000000001,65.51,243,1
2026-07-18T17:07:45.670Z,3444,440,17616,1995,-11,-323,4212,604,15748,68,91,-54,25.99,78.782,65.51,242,1
2026-07-18T17:07:46.270Z,3356,484,17576,1962,-14,-335,4148,604,15692,59,95,-41,25.99,78.782,65.51,243,1
2026-07-18T17:07:46.570Z,3400,464,17524,2000,1,-330,4120,604,15556,74,74,-37,25.96,78.72800000000001,65.54,243,1
2026-07-18T17:07:47.532Z,3356,460,17544,1990,-14,-329,4136,592,15760,68,102,-27,25.98,78.764,65.54,243,1
2026-07-18T17:07:47.831Z,3320,412,17472,1981,-19,-309,4132,616,15656,63,118,-28,25.96,78.72800000000001,65.56,243,1
2026-07-18T17:07:48.551Z,3364,392,17568,1946,-18,-325,4144,648,15608,11,100,-79,25.96,78.72800000000001,65.57,243,1
2026-07-18T17:07:48.852Z,3384,420,17608,1976,-27,-331,4104,632,15620,57,95,-48,25.96,78.72800000000001,65.57,242,1
2026-07-18T17:07:49.091Z,3424,476,17592,1984,-24,-325,4156,632,15708,77,93,-49,25.98,78.764,65.57,243,1
2026-07-18T17:07:49.270Z,3368,432,17492,1980,-21,-342,4132,648,15556,31,87,-65,25.96,78.72800000000001,65.56,242,1
2026-07-18T17:07:49.931Z,3348,420,17524,1967,-49,-324,4164,628,15648,64,87,-15,25.95,78.71,65.53,243,1
2026-07-18T17:07:50.292Z,3316,464,17516,1977,-28,-335,4108,616,15564,44,75,-39,25.95,78.71,65.54,242,1
2026-07-18T17:07:50.891Z,3372,500,17536,1983,-38,-337,4136,692,15712,19,116,-104,25.95,78.71,65.54,242,1
2026-07-18T17:07:51.251Z,3436,496,17572,1981,-7,-340,4200,536,15676,78,109,-53,25.95,78.71,65.58,241,1
2026-07-18T17:07:51.433Z,3416,480,17536,1979,-10,-333,4076,644,15676,57,72,-51,25.92,78.656,65.67,242,1
2026-07-18T17:07:51.670Z,3468,428,17508,1999,-4,-341,4128,572,15548,70,82,-24,25.94,78.69200000000001,65.7,242,1
2026-07-18T17:07:51.970Z,3420,488,17484,1976,27,-317,4168,584,15644,51,65,-39,25.95,78.71,65.69,243,1
2026-07-18T17:07:52.391Z,3380,444,17728,1969,0,-325,4100,624,15644,59,111,-58,25.94,78.69200000000001,65.75,243,1
