Timestamp,Gas_Level_Analog,Digital_Pin_Value,Status
2026-07-18T12:35:11.634Z,536,0,Smoke/Gas Alert
2026-07-18T12:35:11.739Z,537,0,Smoke/Gas Alert
2026-07-18T12:35:11.848Z,539,0,Smoke/Gas Alert
2026-07-18T12:35:11.950Z,540,0,Smoke/Gas Alert
2026-07-18T12:35:12.056Z,540,0,Smoke/Gas Alert
2026-07-18T12:35:12.165Z,541,0,Smoke/Gas Alert
2026-07-18T12:35:12.268Z,543,0,Smoke/Gas Alert
2026-07-18T12:35:12.373Z,545,0,Smoke/Gas Alert
2026-07-18T12:35:12.480Z,545,0,Smoke/Gas Alert
2026-07-18T12:35:12.584Z,546,0,Smoke/Gas Alert
2026-07-18T12:35:12.690Z,546,0,Smoke/Gas Alert
2026-07-18T12:35:12.797Z,548,0,Smoke/Gas Alert
2026-07-18T12:35:12.902Z,547,0,Smoke/Gas Alert
2026-07-18T12:35:13.005Z,548,0,Smoke/Gas Alert
2026-07-18T12:35:13.114Z,548,0,Smoke/Gas Alert
2026-07-18T12:35:13.218Z,549,0,Smoke/Gas Alert
2026-07-18T12:35:13.323Z,550,0,Smoke/Gas Alert
2026-07-18T12:35:13.430Z,550,0,Smoke/Gas Alert
2026-07-18T12:35:13.534Z,550,0,Smoke/Gas Alert
2026-07-18T12:35:13.639Z,550,0,Smoke/Gas Alert
2026-07-18T12:35:13.747Z,551,0,Smoke/Gas Alert
2026-07-18T12:35:13.850Z,551,0,Smoke/Gas Alert
2026-07-18T12:35:13.955Z,552,0,Smoke/Gas Alert
2026-07-18T12:35:14.063Z,551,0,Smoke/Gas Alert
2026-07-18T12:35:14.169Z,552,0,Smoke/Gas Alert
2026-07-18T12:35:14.272Z,550,0,Smoke/Gas Alert
2026-07-18T12:35:14.380Z,552,0,Smoke/Gas Alert
2026-07-18T12:35:14.484Z,553,0,Smoke/Gas Alert
2026-07-18T12:35:14.589Z,553,0,Smoke/Gas Alert
2026-07-18T12:35:14.696Z,553,0,Smoke/Gas Alert
2026-07-18T12:35:14.802Z,553,0,Smoke/Gas Alert
2026-07-18T12:35:14.906Z,552,0,Smoke/Gas Alert
2026-07-18T12:35:15.014Z,553,0,Smoke/Gas Alert
2026-07-18T12:35:15.118Z,552,0,Smoke/Gas Alert
2026-07-18T12:35:15.222Z,553,0,Smoke/Gas Alert
2026-07-18T12:35:15.330Z,552,0,Smoke/Gas Alert
2026-07-18T12:35:15.434Z,551,0,Smoke/Gas Alert
2026-07-18T12:35:15.539Z,552,0,Smoke/Gas Alert
2026-07-18T12:35:15.647Z,551,0,Smoke/Gas Alert
2026-07-18T12:35:15.750Z,551,0,Smoke/Gas Alert
2026-07-18T12:35:15.856Z,551,0,Smoke/Gas Alert
2026-07-18T12:35:15.964Z,552,0,Smoke/Gas Alert
2026-07-18T12:35:16.068Z,552,0,Smoke/Gas Alert
2026-07-18T12:35:16.172Z,550,0,Smoke/Gas Alert
2026-07-18T12:35:16.280Z,551,0,Smoke/Gas Alert
2026-07-18T12:35:16.384Z,550,0,Smoke/Gas Alert
2026-07-18T12:35:16.490Z,550,0,Smoke/Gas Alert
2026-07-18T12:35:16.596Z,551,0,Smoke/Gas Alert
2026-07-18T12:35:16.701Z,550,0,Smoke/Gas Alert
2026-07-18T12:35:16.806Z,550,0,Smoke/Gas Alert
2026-07-18T12:35:16.912Z,551,0,Smoke/Gas Alert
2026-07-18T12:35:17.019Z,550,0,Smoke/Gas Alert
2026-07-18T12:35:17.123Z,550,0,Smoke/Gas Alert
2026-07-18T12:35:17.229Z,550,0,Smoke/Gas Alert
2026-07-18T12:35:17.334Z,550,0,Smoke/Gas Alert
2026-07-18T12:35:17.439Z,550,0,Smoke/Gas Alert
2026-07-18T12:35:17.547Z,550,0,Smoke/Gas Alert
2026-07-18T12:35:17.652Z,550,0,Smoke/Gas Alert
2026-07-18T12:35:17.757Z,549,0,Smoke/Gas Alert
2026-07-18T12:35:17.862Z,550,0,Smoke/Gas Alert
2026-07-18T12:35:17.967Z,550,0,Smoke/Gas Alert
2026-07-18T12:35:18.074Z,549,0,Smoke/Gas Alert
2026-07-18T12:35:18.178Z,550,0,Smoke/Gas Alert
2026-07-18T12:35:18.285Z,549,0,Smoke/Gas Alert
2026-07-18T12:35:18.389Z,551,0,Smoke/Gas Alert
2026-07-18T12:35:18.495Z,550,0,Smoke/Gas Alert
2026-07-18T12:35:18.601Z,550,0,Smoke/Gas Alert
2026-07-18T12:35:18.706Z,549,0,Smoke/Gas Alert
2026-07-18T12:35:18.814Z,549,0,Smoke/Gas Alert
2026-07-18T12:35:18.917Z,550,0,Smoke/Gas Alert
2026-07-18T12:35:19.022Z,548,0,Smoke/Gas Alert
2026-07-18T12:35:19.128Z,549,0,Smoke/Gas Alert
2026-07-18T12:35:19.236Z,549,0,Smoke/Gas Alert
2026-07-18T12:35:19.339Z,549,0,Smoke/Gas Alert
2026-07-18T12:35:19.445Z,549,0,Smoke/Gas Alert
2026-07-18T12:35:19.551Z,549,0,Smoke/Gas Alert
2026-07-18T12:35:19.657Z,550,0,Smoke/Gas Alert
2026-07-18T12:35:19.763Z,550,0,Smoke/Gas Alert
2026-07-18T12:35:19.868Z,551,0,Smoke/Gas Alert
2026-07-18T12:35:19.973Z,550,0,Smoke/Gas Alert
2026-07-18T12:35:20.080Z,552,0,Smoke/Gas Alert
2026-07-18T12:35:20.185Z,552,0,Smoke/Gas Alert
2026-07-18T12:35:20.291Z,551,0,Smoke/Gas Alert
2026-07-18T12:35:20.398Z,552,0,Smoke/Gas Alert
2026-07-18T12:35:20.500Z,552,0,Smoke/Gas Alert
2026-07-18T12:35:20.606Z,552,0,Smoke/Gas Alert
2026-07-18T12:35:20.714Z,553,0,Smoke/Gas Alert
2026-07-18T12:35:20.818Z,552,0,Smoke/Gas Alert
2026-07-18T12:35:20.923Z,553,0,Smoke/Gas Alert
2026-07-18T12:35:21.029Z,552,0,Smoke/Gas Alert
2026-07-18T12:35:21.136Z,553,0,Smoke/Gas Alert
2026-07-18T12:35:21.240Z,552,0,Smoke/Gas Alert
2026-07-18T12:35:21.344Z,552,0,Smoke/Gas Alert
2026-07-18T12:35:21.452Z,553,0,Smoke/Gas Alert
2026-07-18T12:35:21.555Z,553,0,Smoke/Gas Alert
2026-07-18T12:35:21.664Z,554,0,Smoke/Gas Alert
2026-07-18T12:35:21.767Z,553,0,Smoke/Gas Alert
2026-07-18T12:35:21.874Z,555,0,Smoke/Gas Alert
2026-07-18T12:35:21.978Z,555,0,Smoke/Gas Alert
2026-07-18T12:35:22.083Z,555,0,Smoke/Gas Alert
2026-07-18T12:35:22.188Z,555,0,Smoke/Gas Alert
2026-07-18T12:35:22.296Z,555,0,Smoke/Gas Alert
2026-07-18T12:35:22.401Z,555,0,Smoke/Gas Alert
2026-07-18T12:35:22.506Z,555,0,Smoke/Gas Alert
2026-07-18T12:35:22.612Z,556,0,Smoke/Gas Alert
2026-07-18T12:35:22.716Z,556,0,Smoke/Gas Alert
2026-07-18T12:35:22.822Z,556,0,Smoke/Gas Alert
2026-07-18T12:35:22.927Z,557,0,Smoke/Gas Alert
2026-07-18T12:35:23.034Z,556,0,Smoke/Gas Alert
2026-07-18T12:35:23.139Z,556,0,Smoke/Gas Alert
2026-07-18T12:35:23.246Z,556,0,Smoke/Gas Alert
2026-07-18T12:35:23.349Z,556,0,Smoke/Gas Alert
2026-07-18T12:35:23.456Z,556,0,Smoke/Gas Alert
2026-07-18T12:35:23.561Z,555,0,Smoke/Gas Alert
2026-07-18T12:35:23.666Z,556,0,Smoke/Gas Alert
2026-07-18T12:35:23.771Z,556,0,Smoke/Gas Alert
2026-07-18T12:35:23.876Z,557,0,Smoke/Gas Alert
2026-07-18T12:35:23.982Z,557,0,Smoke/Gas Alert
2026-07-18T12:35:24.088Z,557,0,Smoke/Gas Alert
2026-07-18T12:35:24.195Z,556,0,Smoke/Gas Alert
2026-07-18T12:35:24.300Z,557,0,Smoke/Gas Alert
2026-07-18T12:35:24.405Z,557,0,Smoke/Gas Alert
2026-07-18T12:35:24.510Z,557,0,Smoke/Gas Alert
2026-07-18T12:35:24.615Z,557,0,Smoke/Gas Alert
2026-07-18T12:35:24.721Z,557,0,Smoke/Gas Alert
2026-07-18T12:35:24.828Z,557,0,Smoke/Gas Alert
2026-07-18T12:35:24.933Z,557,0,Smoke/Gas Alert
2026-07-18T12:35:25.038Z,557,0,Smoke/Gas Alert
2026-07-18T12:35:25.143Z,556,0,Smoke/Gas Alert
2026-07-18T12:35:25.250Z,556,0,Smoke/Gas Alert
2026-07-18T12:35:25.353Z,555,0,Smoke/Gas Alert
2026-07-18T12:35:25.460Z,556,0,Smoke/Gas Alert
2026-07-18T12:35:25.566Z,555,0,Smoke/Gas Alert
2026-07-18T12:35:25.671Z,554,0,Smoke/Gas Alert
2026-07-18T12:35:25.778Z,553,0,Smoke/Gas Alert
2026-07-18T12:35:25.882Z,551,0,Smoke/Gas Alert
2026-07-18T12:35:25.988Z,552,0,Smoke/Gas Alert
2026-07-18T12:35:26.093Z,551,0,Smoke/Gas Alert
2026-07-18T12:35:26.200Z,549,0,Smoke/Gas Alert
2026-07-18T12:35:26.306Z,550,0,Smoke/Gas Alert
2026-07-18T12:35:26.408Z,549,0,Smoke/Gas Alert
2026-07-18T12:35:26.517Z,549,0,Smoke/Gas Alert
2026-07-18T12:35:26.620Z,548,0,Smoke/Gas Alert
2026-07-18T12:35:26.726Z,548,0,Smoke/Gas Alert
2026-07-18T12:35:26.832Z,547,0,Smoke/Gas Alert
2026-07-18T12:35:26.937Z,546,0,Smoke/Gas Alert
2026-07-18T12:35:27.044Z,546,0,Smoke/Gas Alert
2026-07-18T12:35:27.148Z,545,0,Smoke/Gas Alert
2026-07-18T12:35:27.253Z,543,0,Smoke/Gas Alert
2026-07-18T12:35:27.359Z,545,0,Smoke/Gas Alert
2026-07-18T12:35:27.467Z,542,0,Smoke/Gas Alert
2026-07-18T12:35:27.570Z,542,0,Smoke/Gas Alert
2026-07-18T12:35:27.677Z,541,0,Smoke/Gas Alert
2026-07-18T12:35:27.780Z,541,0,Smoke/Gas Alert
2026-07-18T12:35:27.888Z,541,0,Smoke/Gas Alert
2026-07-18T12:35:27.991Z,540,0,Smoke/Gas Alert
2026-07-18T12:35:28.098Z,539,0,Smoke/Gas Alert
2026-07-18T12:35:28.205Z,540,0,Smoke/Gas Alert
2026-07-18T12:35:28.310Z,539,0,Smoke/Gas Alert
2026-07-18T12:35:28.414Z,538,0,Smoke/Gas Alert
2026-07-18T12:35:28.520Z,539,0,Smoke/Gas Alert
