Timestamp,MPU1_Accel_X,MPU1_Accel_Y,MPU1_Accel_Z,MPU1_Gyro_X,MPU1_Gyro_Y,MPU1_Gyro_Z,MPU2_Accel_X,MPU2_Accel_Y,MPU2_Accel_Z,MPU2_Gyro_X,MPU2_Gyro_Y,MPU2_Gyro_Z,Temp_C,Temp_F,Humidity,Gas_Analog,Gas_Digital
2026-07-18T17:23:13.811Z,4412,3764,15188,1381,121,502,4656,3996,14308,-468,-691,993,25.61,78.098,66.73,245,1
2026-07-18T17:23:13.928Z,4816,2624,18024,1789,-1144,-651,6036,2644,15688,-27,-1115,-350,25.57,78.026,66.78,245,1
2026-07-18T17:23:14.109Z,5988,844,16872,1939,-682,-968,6460,944,15004,-87,-440,-672,25.59,78.062,66.8,246,1
2026-07-18T17:23:14.290Z,2324,3148,19444,2261,-542,-284,5644,3568,15400,415,1199,-223,25.59,78.062,66.83,245,1
2026-07-18T17:23:14.532Z,3708,1396,17288,2009,205,-514,4576,1312,15452,81,342,-233,25.61,78.098,66.84,244,1
2026-07-18T17:23:14.825Z,3936,1020,17408,1921,-155,-289,4836,996,15436,32,-11,-13,25.59,78.062,66.84,244,1
2026-07-18T17:23:15.157Z,4100,1024,17508,2010,-23,-329,4944,1060,15412,39,126,-21,25.57,78.026,66.88,245,1
2026-07-18T17:23:15.462Z,4012,1040,17520,1995,-16,-321,4800,1144,15448,99,112,-8,25.59,78.062,66.87,245,1
2026-07-18T17:23:16.087Z,4020,1080,17456,1953,-1,-325,4880,1148,15472,80,93,-3,25.57,78.026,66.92,244,1
2026-07-18T17:23:16.590Z,3988,1028,17460,1971,-34,-334,4876,1168,15452,79,94,-39,25.61,78.098,66.92,244,1
2026-07-18T17:23:16.812Z,3972,1092,17464,1976,-31,-330,4764,1080,15444,74,118,-34,25.59,78.062,66.95,244,1
2026-07-18T17:23:16.988Z,3988,1016,17472,2001,-34,-340,4860,1148,15444,43,92,-54,25.61,78.098,66.97,244,1
2026-07-18T17:23:17.109Z,4008,1060,17460,1990,-8,-333,4876,1108,15536,72,92,-36,25.57,78.026,67,244,1
